example,n_pattern,n_target,k,density,max_multiplicity,approx_time,exact_time,approx_cost,exact_cost,accuracy_ratio,exact_timed_out
test_006_n5_m25_d40_mult3.txt,5,25,5,0.3,2,0.002684500068426132,,60,,,True
test_006_n7_m25_d30_mult1.txt,7,25,1,0.3,2,0.00261404097545892,,11,,,True
test_006_n7_m25_d30_mult1.txt,7,25,2,0.3,2,0.0028035830473527312,,22,,,True
test_006_n7_m25_d30_mult1.txt,7,25,3,0.3,2,0.0024807919980958104,,33,,,True
test_006_n7_m25_d30_mult1.txt,7,25,4,0.3,2,0.0028822090243920684,,44,,,True
test_006_n7_m25_d30_mult1.txt,7,25,5,0.3,2,0.003152125049382448,,55,,,True
test_031_n6_m25_d20_mult1.txt,6,25,1,0.3,2,0.0026433339808136225,,4,,,True
test_031_n6_m25_d20_mult1.txt,6,25,2,0.3,2,0.0024850829504430294,,8,,,True
test_031_n6_m25_d20_mult1.txt,6,25,3,0.3,2,0.0027760419761762023,,12,,,True
test_031_n6_m25_d20_mult1.txt,6,25,4,0.3,2,0.002661834005266428,,16,,,True
test_031_n6_m25_d20_mult1.txt,6,25,5,0.3,2,0.0026185830356553197,,20,,,True
scale_1005_n4_m30.txt,4,30,1,0.3,2,0.002715582959353924,,6,,,True
scale_1005_n4_m30.txt,4,30,2,0.3,2,0.0026040830416604877,,12,,,True
scale_1005_n4_m30.txt,4,30,3,0.3,2,0.002678041928447783,,18,,,True
scale_1005_n4_m30.txt,4,30,4,0.3,2,0.002371832961216569,,24,,,True
scale_1005_n4_m30.txt,4,30,5,0.3,2,0.0025597920175641775,,30,,,True
test_021_n8_m30_d30_mult2.txt,8,30,1,0.3,2,0.0028881669277325273,,31,,,True
test_021_n8_m30_d30_mult2.txt,8,30,2,0.3,2,0.002493583015166223,,62,,,True
test_021_n8_m30_d30_mult2.txt,8,30,3,0.3,2,0.0028382500167936087,,93,,,True
test_021_n8_m30_d30_mult2.txt,8,30,4,0.3,2,0.0027995420387014747,,124,,,True
test_021_n8_m30_d30_mult2.txt,8,30,5,0.3,2,0.0024535830598324537,,155,,,True
test_024_n4_m30_d60_mult1.txt,4,30,1,0.3,2,0.0026987919118255377,,9,,,True
test_024_n4_m30_d60_mult1.txt,4,30,2,0.3,2,0.002955542062409222,,18,,,True
test_024_n4_m30_d60_mult1.txt,4,30,3,0.3,2,0.002647958928719163,,27,,,True
test_024_n4_m30_d60_mult1.txt,4,30,4,0.3,2,0.002594082965515554,,36,,,True
test_024_n4_m30_d60_mult1.txt,4,30,5,0.3,2,0.003381832968443632,,45,,,True
test_025_n5_m30_d20_mult2.txt,5,30,1,0.3,2,0.00252566603012383,,8,,,True
test_025_n5_m30_d20_mult2.txt,5,30,2,0.3,2,0.0029932080069556832,,16,,,True
test_025_n5_m30_d20_mult2.txt,5,30,3,0.3,2,0.0027845000149682164,,24,,,True
test_025_n5_m30_d20_mult2.txt,5,30,4,0.3,2,0.0024291659938171506,,32,,,True
test_025_n5_m30_d20_mult2.txt,5,30,5,0.3,2,0.0025367499329149723,,40,,,True
test_031_n5_m30_d40_mult1.txt,5,30,1,0.3,2,0.0029855000320822,,7,,,True
test_031_n5_m30_d40_mult1.txt,5,30,2,0.3,2,0.0028997909976169467,,14,,,True
test_031_n5_m30_d40_mult1.txt,5,30,3,0.3,2,0.003116083098575473,,21,,,True
test_031_n5_m30_d40_mult1.txt,5,30,4,0.3,2,0.0037263750564306974,,28,,,True
test_031_n5_m30_d40_mult1.txt,5,30,5,0.3,2,0.0028284169966354966,,35,,,True
test_032_n6_m30_d20_mult3.txt,6,30,1,0.3,2,0.002938832971267402,,20,,,True
test_032_n6_m30_d20_mult3.txt,6,30,2,0.3,2,0.003079832997173071,,40,,,True
test_032_n6_m30_d20_mult3.txt,6,30,3,0.3,2,0.00257891695946455,,60,,,True
test_032_n6_m30_d20_mult3.txt,6,30,4,0.3,2,0.002721333992667496,,80,,,True
test_032_n6_m30_d20_mult3.txt,6,30,5,0.3,2,0.002826458076015115,,100,,,True
scale_1006_n4_m35.txt,4,35,1,0.3,2,0.0025968330446630716,,8,,,True
scale_1006_n4_m35.txt,4,35,2,0.3,2,0.002437707968056202,,16,,,True
scale_1006_n4_m35.txt,4,35,3,0.3,2,0.0029966250294819474,,24,,,True
scale_1006_n4_m35.txt,4,35,4,0.3,2,0.002808332908898592,,32,,,True
scale_1006_n4_m35.txt,4,35,5,0.3,2,0.0026062909746542573,,40,,,True
scale_1007_n4_m40.txt,4,40,1,0.3,2,0.0029908339492976665,,10,,,True
scale_1007_n4_m40.txt,4,40,2,0.3,2,0.002661125035956502,,20,,,True
scale_1007_n4_m40.txt,4,40,3,0.3,2,0.0028900830075144768,,30,,,True
scale_1007_n4_m40.txt,4,40,4,0.3,2,0.0028102080104872584,,40,,,True
scale_1007_n4_m40.txt,4,40,5,0.3,2,0.0029407080728560686,,50,,,True
test_003_n5_m40_d50_mult2.txt,5,40,1,0.3,2,0.0027376660145819187,,16,,,True
test_003_n5_m40_d50_mult2.txt,5,40,2,0.3,2,0.003105666022747755,,32,,,True
test_003_n5_m40_d50_mult2.txt,5,40,3,0.3,2,0.0027039169799536467,,48,,,True
test_003_n5_m40_d50_mult2.txt,5,40,4,0.3,2,0.002615957986563444,,64,,,True
test_003_n5_m40_d50_mult2.txt,5,40,5,0.3,2,0.0027726670959964395,,80,,,True
test_004_n7_m40_d50_mult3.txt,7,40,1,0.3,2,0.0027549589285627007,,37,,,True
test_004_n7_m40_d50_mult3.txt,7,40,2,0.3,2,0.002677666023373604,,74,,,True
test_004_n7_m40_d50_mult3.txt,7,40,3,0.3,2,0.0027583750197663903,,111,,,True
test_004_n7_m40_d50_mult3.txt,7,40,4,0.3,2,0.00806520797777921,,148,,,True
test_004_n7_m40_d50_mult3.txt,7,40,5,0.3,2,0.0569173339754343,,185,,,True
test_008_n6_m40_d50_mult4.txt,6,40,1,0.3,2,0.003151959041133523,,34,,,True
test_008_n6_m40_d50_mult4.txt,6,40,2,0.3,2,0.00315445801243186,,68,,,True
test_008_n6_m40_d50_mult4.txt,6,40,3,0.3,2,0.00303312495816499,,102,,,True
test_008_n6_m40_d50_mult4.txt,6,40,4,0.3,2,0.015214457991532981,,136,,,True
test_008_n6_m40_d50_mult4.txt,6,40,5,0.3,2,0.003472000011242926,,170,,,True
test_013_n4_m40_d60_mult3.txt,4,40,1,0.3,2,0.0027461249846965075,,20,,,True
test_013_n4_m40_d60_mult3.txt,4,40,2,0.3,2,0.002845417009666562,,40,,,True
test_013_n4_m40_d60_mult3.txt,4,40,3,0.3,2,0.0027632499113678932,,60,,,True
test_013_n4_m40_d60_mult3.txt,4,40,4,0.3,2,0.0033485409803688526,,80,,,True
test_013_n4_m40_d60_mult3.txt,4,40,5,0.3,2,0.0029531250474974513,,100,,,True
test_017_n5_m40_d20_mult1.txt,5,40,1,0.3,2,0.0034457920119166374,,2,,,True
test_017_n5_m40_d20_mult1.txt,5,40,2,0.3,2,0.003428374999202788,,4,,,True
test_017_n5_m40_d20_mult1.txt,5,40,3,0.3,2,0.0030360829550772905,,6,,,True
test_017_n5_m40_d20_mult1.txt,5,40,4,0.3,2,0.0029664169996976852,,8,,,True
test_017_n5_m40_d20_mult1.txt,5,40,5,0.3,2,0.002893791999667883,,10,,,True
scale_1008_n4_m45.txt,4,45,1,0.3,2,0.003008167026564479,,7,,,True
scale_1008_n4_m45.txt,4,45,2,0.3,2,0.003035082947462797,,14,,,True
scale_1008_n4_m45.txt,4,45,3,0.3,2,0.0027825410943478346,,21,,,True
scale_1008_n4_m45.txt,4,45,4,0.3,2,0.0028983750380575657,,28,,,True
scale_1008_n4_m45.txt,4,45,5,0.3,2,0.0026751660043373704,,35,,,True
scale_1009_n4_m50.txt,4,50,1,0.3,2,0.002970959059894085,,15,,,True
scale_1009_n4_m50.txt,4,50,2,0.3,2,0.0027949579525738955,,30,,,True
scale_1009_n4_m50.txt,4,50,3,0.3,2,0.002730917069129646,,45,,,True
scale_1009_n4_m50.txt,4,50,4,0.3,2,0.0030643329955637455,,60,,,True
scale_1009_n4_m50.txt,4,50,5,0.3,2,0.0034208750585094094,,75,,,True
test_004_n10_m50_d30_mult3.txt,10,50,1,0.3,2,0.003096541971899569,,53,,,True
test_004_n10_m50_d30_mult3.txt,10,50,2,0.3,2,0.003016041941009462,,106,,,True
test_004_n10_m50_d30_mult3.txt,10,50,3,0.3,2,0.003098500077612698,,159,,,True
test_004_n10_m50_d30_mult3.txt,10,50,4,0.3,2,0.003396957996301353,,212,,,True
test_004_n10_m50_d30_mult3.txt,10,50,5,0.3,2,0.0029023330425843596,,265,,,True
test_014_n3_m50_d20_mult3.txt,3,50,1,0.3,2,0.002863624948076904,,5,,,True
test_014_n3_m50_d20_mult3.txt,3,50,2,0.3,2,0.002952875103801489,,10,,,True
test_014_n3_m50_d20_mult3.txt,3,50,3,0.3,2,0.0029739579185843468,,15,,,True
test_014_n3_m50_d20_mult3.txt,3,50,4,0.3,2,0.0032074579503387213,,20,,,True
test_014_n3_m50_d20_mult3.txt,3,50,5,0.3,2,0.002913875039666891,,25,,,True
test_016_n5_m50_d40_mult3.txt,5,50,1,0.3,2,0.0028745000017806888,,23,,,True
test_016_n5_m50_d40_mult3.txt,5,50,2,0.3,2,0.00313104095403105,,46,,,True
test_016_n5_m50_d40_mult3.txt,5,50,3,0.3,2,0.002975833020173013,,69,,,True
test_016_n5_m50_d40_mult3.txt,5,50,4,0.3,2,0.0029887499986216426,,92,,,True
test_016_n5_m50_d40_mult3.txt,5,50,5,0.3,2,0.0030611250549554825,,115,,,True
test_018_n7_m50_d40_mult3.txt,7,50,1,0.3,2,0.0029443339444696903,,24,,,True
test_018_n7_m50_d40_mult3.txt,7,50,2,0.3,2,0.002664750092662871,,48,,,True
test_018_n7_m50_d40_mult3.txt,7,50,3,0.3,2,0.0032985409488901496,,72,,,True
test_018_n7_m50_d40_mult3.txt,7,50,4,0.3,2,0.0030184999341145158,,96,,,True
test_018_n7_m50_d40_mult3.txt,7,50,5,0.3,2,0.0028974999440833926,,120,,,True
test_019_n7_m50_d60_mult3.txt,7,50,1,0.3,2,0.0031307500321418047,,40,,,True
test_019_n7_m50_d60_mult3.txt,7,50,2,0.3,2,0.003173916949890554,,80,,,True
test_019_n7_m50_d60_mult3.txt,7,50,3,0.3,2,0.002839708002284169,,120,,,True
test_019_n7_m50_d60_mult3.txt,7,50,4,0.3,2,0.0034374160459265113,,160,,,True
test_019_n7_m50_d60_mult3.txt,7,50,5,0.3,2,0.002790750004351139,,200,,,True
test_019_n9_m50_d40_mult3.txt,9,50,1,0.3,2,0.0027374590281397104,,56,,,True
test_019_n9_m50_d40_mult3.txt,9,50,2,0.3,2,0.003140415996313095,,112,,,True
test_019_n9_m50_d40_mult3.txt,9,50,3,0.3,2,0.0029764589853584766,,168,,,True
test_019_n9_m50_d40_mult3.txt,9,50,4,0.3,2,0.002803958021104336,,224,,,True
test_019_n9_m50_d40_mult3.txt,9,50,5,0.3,2,0.004409875022247434,,280,,,True
test_030_n4_m50_d40_mult3.txt,4,50,1,0.3,2,0.0029646659968420863,,2,,,True
test_030_n4_m50_d40_mult3.txt,4,50,2,0.3,2,0.0031196660129353404,,4,,,True
test_030_n4_m50_d40_mult3.txt,4,50,3,0.3,2,0.0031427080975845456,,6,,,True
test_030_n4_m50_d40_mult3.txt,4,50,4,0.3,2,0.0027737499913200736,,8,,,True
test_030_n4_m50_d40_mult3.txt,4,50,5,0.3,2,0.002849459066055715,,10,,,True
test_034_n6_m50_d20_mult3.txt,6,50,1,0.3,2,0.0027851660270243883,,4,,,True
test_034_n6_m50_d20_mult3.txt,6,50,2,0.3,2,0.0027604999486356974,,8,,,True
test_034_n6_m50_d20_mult3.txt,6,50,3,0.3,2,0.0031028330558910966,,12,,,True
test_034_n6_m50_d20_mult3.txt,6,50,4,0.3,2,0.0027902500005438924,,16,,,True
test_034_n6_m50_d20_mult3.txt,6,50,5,0.3,2,0.002979291952215135,,20,,,True
scale_1010_n4_m60.txt,4,60,1,0.3,2,0.0029186250176280737,,7,,,True
scale_1010_n4_m60.txt,4,60,2,0.3,2,0.0030677090398967266,,14,,,True
scale_1010_n4_m60.txt,4,60,3,0.3,2,0.0034657089272513986,,21,,,True
scale_1010_n4_m60.txt,4,60,4,0.3,2,0.005993833998218179,,28,,,True
scale_1010_n4_m60.txt,4,60,5,0.3,2,0.003297375049442053,,35,,,True
scale_1011_n4_m70.txt,4,70,1,0.3,2,0.003496541059575975,,6,,,True
scale_1011_n4_m70.txt,4,70,2,0.3,2,0.003428791998885572,,12,,,True
scale_1011_n4_m70.txt,4,70,3,0.3,2,0.003438082989305258,,18,,,True
scale_1011_n4_m70.txt,4,70,4,0.3,2,0.0032659999560564756,,24,,,True
scale_1011_n4_m70.txt,4,70,5,0.3,2,0.003878624993376434,,30,,,True
scale_1012_n4_m80.txt,4,80,1,0.3,2,0.0034082080237567425,,8,,,True
scale_1012_n4_m80.txt,4,80,2,0.3,2,0.0038358750753104687,,16,,,True
scale_1012_n4_m80.txt,4,80,3,0.3,2,0.00384974991902709,,24,,,True
scale_1012_n4_m80.txt,4,80,4,0.3,2,0.004110540961846709,,32,,,True
scale_1012_n4_m80.txt,4,80,5,0.3,2,0.003680999972857535,,40,,,True
