input_file,nG,nH,k,density,seed,algorithm,time_seconds,extension_cost,status
g5_h7_k1_ddense_s2.txt,5,7,1,dense,2,approx,0.002849,8,success
g5_h7_k1_dmedium_s0.txt,5,7,1,medium,0,exact,0.077796,4,success
g5_h7_k1_dmedium_s0.txt,5,7,1,medium,0,approx,0.002617,13,success
g5_h7_k1_dmedium_s1.txt,5,7,1,medium,1,exact,0.079896,8,success
g5_h7_k1_dmedium_s1.txt,5,7,1,medium,1,approx,0.002999,13,success
g5_h7_k1_dmedium_s2.txt,5,7,1,medium,2,exact,0.077758,3,success
g5_h7_k1_dmedium_s2.txt,5,7,1,medium,2,approx,0.002693,14,success
g5_h7_k1_dsparse_s0.txt,5,7,1,sparse,0,exact,0.099800,1,success
g5_h7_k1_dsparse_s0.txt,5,7,1,sparse,0,approx,0.003005,1,success
g5_h7_k1_dsparse_s1.txt,5,7,1,sparse,1,exact,0.077803,3,success
g5_h7_k1_dsparse_s1.txt,5,7,1,sparse,1,approx,0.002657,5,success
g5_h7_k1_dsparse_s2.txt,5,7,1,sparse,2,exact,0.076941,3,success
g5_h7_k1_dsparse_s2.txt,5,7,1,sparse,2,approx,0.002591,5,success
g3_h4_k3_ddense_s0.txt,3,4,3,dense,0,exact,0.019427,0,success
g3_h4_k3_ddense_s0.txt,3,4,3,dense,0,approx,0.002628,3,success
g3_h4_k3_ddense_s1.txt,3,4,3,dense,1,exact,0.018924,0,success
g3_h4_k3_ddense_s1.txt,3,4,3,dense,1,approx,0.002472,2,success
g3_h4_k3_ddense_s2.txt,3,4,3,dense,2,exact,0.019342,2,success
g3_h4_k3_ddense_s2.txt,3,4,3,dense,2,approx,0.002557,2,success
g3_h4_k3_dmedium_s0.txt,3,4,3,medium,0,exact,0.019266,2,success
g3_h4_k3_dmedium_s0.txt,3,4,3,medium,0,approx,0.002593,5,success
g3_h4_k3_dmedium_s1.txt,3,4,3,medium,1,exact,0.019256,10,success
g3_h4_k3_dmedium_s1.txt,3,4,3,medium,1,approx,0.002601,19,success
g3_h4_k3_dmedium_s2.txt,3,4,3,medium,2,exact,0.019102,5,success
g3_h4_k3_dmedium_s2.txt,3,4,3,medium,2,approx,0.003046,15,success
g3_h4_k3_dsparse_s0.txt,3,4,3,sparse,0,exact,0.019143,6,success
g3_h4_k3_dsparse_s0.txt,3,4,3,sparse,0,approx,0.002656,18,success
g3_h4_k3_dsparse_s1.txt,3,4,3,sparse,1,exact,0.019276,8,success
g3_h4_k3_dsparse_s1.txt,3,4,3,sparse,1,approx,0.002626,15,success
g3_h4_k3_dsparse_s2.txt,3,4,3,sparse,2,exact,0.019230,0,success
g3_h4_k3_dsparse_s2.txt,3,4,3,sparse,2,approx,0.002644,2,success
g2_h3_k10_ddense_s0.txt,2,3,10,dense,0,exact,0.021043,17,success
g2_h3_k10_ddense_s0.txt,2,3,10,dense,0,approx,0.002508,28,success
g2_h3_k10_ddense_s1.txt,2,3,10,dense,1,exact,0.020791,23,success
g2_h3_k10_ddense_s1.txt,2,3,10,dense,1,approx,0.002459,28,success
g2_h3_k10_ddense_s2.txt,2,3,10,dense,2,exact,0.021114,0,success
g2_h3_k10_ddense_s2.txt,2,3,10,dense,2,approx,0.002892,0,success
g2_h3_k10_dmedium_s0.txt,2,3,10,medium,0,exact,0.020993,18,success
g2_h3_k10_dmedium_s0.txt,2,3,10,medium,0,approx,0.002603,20,success
g2_h3_k10_dmedium_s1.txt,2,3,10,medium,1,exact,0.020543,0,success
g2_h3_k10_dmedium_s1.txt,2,3,10,medium,1,approx,0.002512,0,success
g2_h3_k10_dmedium_s2.txt,2,3,10,medium,2,exact,0.021181,20,success
g2_h3_k10_dmedium_s2.txt,2,3,10,medium,2,approx,0.002516,27,success
g2_h3_k10_dsparse_s0.txt,2,3,10,sparse,0,exact,0.020782,29,success
g2_h3_k10_dsparse_s0.txt,2,3,10,sparse,0,approx,0.002650,30,success
g2_h3_k10_dsparse_s1.txt,2,3,10,sparse,1,exact,0.021226,26,success
g2_h3_k10_dsparse_s1.txt,2,3,10,sparse,1,approx,0.002611,28,success
g2_h3_k10_dsparse_s2.txt,2,3,10,sparse,2,exact,0.020540,0,success
g2_h3_k10_dsparse_s2.txt,2,3,10,sparse,2,approx,0.002580,0,success
g2_h4_k5_ddense_s0.txt,2,4,5,dense,0,exact,0.033867,0,success
g2_h4_k5_ddense_s0.txt,2,4,5,dense,0,approx,0.002779,1,success
g2_h4_k5_ddense_s1.txt,2,4,5,dense,1,exact,0.034645,1,success
g2_h4_k5_ddense_s1.txt,2,4,5,dense,1,approx,0.002539,8,success
g2_h4_k5_ddense_s2.txt,2,4,5,dense,2,exact,0.034017,0,success
g2_h4_k5_ddense_s2.txt,2,4,5,dense,2,approx,0.002602,3,success
g2_h4_k5_dmedium_s0.txt,2,4,5,medium,0,exact,0.034300,2,success
g2_h4_k5_dmedium_s0.txt,2,4,5,medium,0,approx,0.002554,14,success
g2_h4_k5_dmedium_s1.txt,2,4,5,medium,1,exact,0.034332,1,success
g2_h4_k5_dmedium_s1.txt,2,4,5,medium,1,approx,0.002600,7,success
g2_h4_k5_dmedium_s2.txt,2,4,5,medium,2,exact,0.033441,0,success
g2_h4_k5_dmedium_s2.txt,2,4,5,medium,2,approx,0.002516,0,success
g2_h4_k5_dsparse_s0.txt,2,4,5,sparse,0,exact,0.034218,0,success
g2_h4_k5_dsparse_s0.txt,2,4,5,sparse,0,approx,0.002636,0,success
g2_h4_k5_dsparse_s1.txt,2,4,5,sparse,1,exact,0.033522,0,success
g2_h4_k5_dsparse_s1.txt,2,4,5,sparse,1,approx,0.002598,0,success
g2_h4_k5_dsparse_s2.txt,2,4,5,sparse,2,exact,0.033332,0,success
g2_h4_k5_dsparse_s2.txt,2,4,5,sparse,2,approx,0.002475,0,success
g2_h6_k3_ddense_s0.txt,2,6,3,dense,0,exact,0.047138,0,success
g2_h6_k3_ddense_s0.txt,2,6,3,dense,0,approx,0.002626,8,success
g2_h6_k3_ddense_s1.txt,2,6,3,dense,1,exact,0.047536,0,success
g2_h6_k3_ddense_s1.txt,2,6,3,dense,1,approx,0.002774,7,success
g2_h6_k3_ddense_s2.txt,2,6,3,dense,2,exact,0.047618,0,success
g2_h6_k3_ddense_s2.txt,2,6,3,dense,2,approx,0.002677,6,success
g2_h6_k3_dmedium_s0.txt,2,6,3,medium,0,exact,0.047576,0,success
g2_h6_k3_dmedium_s0.txt,2,6,3,medium,0,approx,0.002769,7,success
g2_h6_k3_dmedium_s1.txt,2,6,3,medium,1,exact,0.046893,0,success
g2_h6_k3_dmedium_s1.txt,2,6,3,medium,1,approx,0.002622,6,success
g2_h6_k3_dmedium_s2.txt,2,6,3,medium,2,exact,0.046096,0,success
g2_h6_k3_dmedium_s2.txt,2,6,3,medium,2,approx,0.002613,0,success
g2_h6_k3_dsparse_s0.txt,2,6,3,sparse,0,exact,0.046427,0,success
g2_h6_k3_dsparse_s0.txt,2,6,3,sparse,0,approx,0.002847,0,success
g2_h6_k3_dsparse_s1.txt,2,6,3,sparse,1,exact,0.045604,0,success
g2_h6_k3_dsparse_s1.txt,2,6,3,sparse,1,approx,0.002639,0,success
g2_h6_k3_dsparse_s2.txt,2,6,3,sparse,2,exact,0.046393,0,success
g2_h6_k3_dsparse_s2.txt,2,6,3,sparse,2,approx,0.002537,3,success
g4_h10_k1_ddense_s0.txt,4,10,1,dense,0,exact,0.276554,1,success
g4_h10_k1_ddense_s0.txt,4,10,1,dense,0,approx,0.002908,8,success
g4_h10_k1_ddense_s1.txt,4,10,1,dense,1,exact,0.277470,0,success
g4_h10_k1_ddense_s1.txt,4,10,1,dense,1,approx,0.003031,9,success
g4_h10_k1_ddense_s2.txt,4,10,1,dense,2,exact,0.276299,0,success
g4_h10_k1_ddense_s2.txt,4,10,1,dense,2,approx,0.002823,8,success
g4_h10_k1_dmedium_s0.txt,4,10,1,medium,0,exact,0.276929,2,success
g4_h10_k1_dmedium_s0.txt,4,10,1,medium,0,approx,0.003039,9,success
g4_h10_k1_dmedium_s1.txt,4,10,1,medium,1,exact,0.281547,3,success
g4_h10_k1_dmedium_s1.txt,4,10,1,medium,1,approx,0.002794,12,success
g4_h10_k1_dmedium_s2.txt,4,10,1,medium,2,exact,0.278224,0,success
g4_h10_k1_dmedium_s2.txt,4,10,1,medium,2,approx,0.002755,4,success
g4_h10_k1_dsparse_s0.txt,4,10,1,sparse,0,exact,0.277883,0,success
g4_h10_k1_dsparse_s0.txt,4,10,1,sparse,0,approx,0.002886,2,success
g4_h10_k1_dsparse_s1.txt,4,10,1,sparse,1,exact,0.276220,0,success
g4_h10_k1_dsparse_s1.txt,4,10,1,sparse,1,approx,0.003041,2,success
g4_h10_k1_dsparse_s2.txt,4,10,1,sparse,2,exact,0.276157,0,success
g4_h10_k1_dsparse_s2.txt,4,10,1,sparse,2,approx,0.002832,1,success
g3_h6_k2_ddense_s0.txt,3,6,2,dense,0,exact,0.064231,0,success
g3_h6_k2_ddense_s0.txt,3,6,2,dense,0,approx,0.002697,3,success
g3_h6_k2_ddense_s1.txt,3,6,2,dense,1,exact,0.064080,0,success
g3_h6_k2_ddense_s1.txt,3,6,2,dense,1,approx,0.002724,6,success
g3_h6_k2_ddense_s2.txt,3,6,2,dense,2,exact,0.063604,1,success
g3_h6_k2_ddense_s2.txt,3,6,2,dense,2,approx,0.002642,2,success
g3_h6_k2_dmedium_s0.txt,3,6,2,medium,0,exact,0.062693,0,success
g3_h6_k2_dmedium_s0.txt,3,6,2,medium,0,approx,0.002706,4,success
g3_h6_k2_dmedium_s1.txt,3,6,2,medium,1,exact,0.061694,0,success
g3_h6_k2_dmedium_s1.txt,3,6,2,medium,1,approx,0.002560,0,success
g3_h6_k2_dmedium_s2.txt,3,6,2,medium,2,exact,0.062589,0,success
g3_h6_k2_dmedium_s2.txt,3,6,2,medium,2,approx,0.002490,2,success
g3_h6_k2_dsparse_s0.txt,3,6,2,sparse,0,exact,0.062451,0,success
g3_h6_k2_dsparse_s0.txt,3,6,2,sparse,0,approx,0.002853,0,success
g3_h6_k2_dsparse_s1.txt,3,6,2,sparse,1,exact,0.062781,0,success
g3_h6_k2_dsparse_s1.txt,3,6,2,sparse,1,approx,0.002703,2,success
g3_h6_k2_dsparse_s2.txt,3,6,2,sparse,2,exact,0.091127,0,success
g3_h6_k2_dsparse_s2.txt,3,6,2,sparse,2,approx,0.002935,0,success
g2_h5_k4_ddense_s0.txt,2,5,4,dense,0,exact,0.106157,0,success
g2_h5_k4_ddense_s0.txt,2,5,4,dense,0,approx,0.003012,3,success
g2_h5_k4_ddense_s1.txt,2,5,4,dense,1,exact,0.078545,1,success
g2_h5_k4_ddense_s1.txt,2,5,4,dense,1,approx,0.002673,10,success
g2_h5_k4_ddense_s2.txt,2,5,4,dense,2,exact,0.075645,0,success
g2_h5_k4_ddense_s2.txt,2,5,4,dense,2,approx,0.002591,0,success
g2_h5_k4_dmedium_s0.txt,2,5,4,medium,0,exact,0.075293,0,success
g2_h5_k4_dmedium_s0.txt,2,5,4,medium,0,approx,0.002589,0,success
g2_h5_k4_dmedium_s1.txt,2,5,4,medium,1,exact,0.076647,0,success
g2_h5_k4_dmedium_s1.txt,2,5,4,medium,1,approx,0.002836,0,success
g2_h5_k4_dmedium_s2.txt,2,5,4,medium,2,exact,0.077326,0,success
g2_h5_k4_dmedium_s2.txt,2,5,4,medium,2,approx,0.002605,6,success
g2_h5_k4_dsparse_s0.txt,2,5,4,sparse,0,exact,0.076379,0,success
g2_h5_k4_dsparse_s0.txt,2,5,4,sparse,0,approx,0.002984,0,success
g2_h5_k4_dsparse_s1.txt,2,5,4,sparse,1,exact,0.076289,0,success
g2_h5_k4_dsparse_s1.txt,2,5,4,sparse,1,approx,0.002724,0,success
g2_h5_k4_dsparse_s2.txt,2,5,4,sparse,2,exact,0.076998,5,success
g2_h5_k4_dsparse_s2.txt,2,5,4,sparse,2,approx,0.002583,12,success
g4_h12_k1_ddense_s0.txt,4,12,1,dense,0,exact,1.424044,0,success
g4_h12_k1_ddense_s0.txt,4,12,1,dense,0,approx,0.003198,4,success
g4_h12_k1_ddense_s1.txt,4,12,1,dense,1,exact,1.474719,0,success
g4_h12_k1_ddense_s1.txt,4,12,1,dense,1,approx,0.003134,9,success
g4_h12_k1_ddense_s2.txt,4,12,1,dense,2,exact,1.411457,0,success
g4_h12_k1_ddense_s2.txt,4,12,1,dense,2,approx,0.002996,7,success
g4_h12_k1_dmedium_s0.txt,4,12,1,medium,0,exact,1.407492,0,success
g4_h12_k1_dmedium_s0.txt,4,12,1,medium,0,approx,0.002767,9,success
g4_h12_k1_dmedium_s1.txt,4,12,1,medium,1,exact,1.404854,0,success
g4_h12_k1_dmedium_s1.txt,4,12,1,medium,1,approx,0.002989,5,success
g4_h12_k1_dmedium_s2.txt,4,12,1,medium,2,exact,1.411226,0,success
g4_h12_k1_dmedium_s2.txt,4,12,1,medium,2,approx,0.003337,6,success
g4_h12_k1_dsparse_s0.txt,4,12,1,sparse,0,exact,1.428413,0,success
g4_h12_k1_dsparse_s0.txt,4,12,1,sparse,0,approx,0.002748,2,success
g4_h12_k1_dsparse_s1.txt,4,12,1,sparse,1,exact,1.418681,0,success
g4_h12_k1_dsparse_s1.txt,4,12,1,sparse,1,approx,0.002918,3,success
g4_h12_k1_dsparse_s2.txt,4,12,1,sparse,2,exact,1.406879,1,success
g4_h12_k1_dsparse_s2.txt,4,12,1,sparse,2,approx,0.003424,9,success
g2_h4_k6_ddense_s0.txt,2,4,6,dense,0,exact,0.174870,3,success
g2_h4_k6_ddense_s0.txt,2,4,6,dense,0,approx,0.003762,14,success
g2_h4_k6_ddense_s1.txt,2,4,6,dense,1,exact,0.107392,4,success
g2_h4_k6_ddense_s1.txt,2,4,6,dense,1,approx,0.003013,16,success
g2_h4_k6_ddense_s2.txt,2,4,6,dense,2,exact,0.099998,0,success
g2_h4_k6_ddense_s2.txt,2,4,6,dense,2,approx,0.002681,9,success
g2_h4_k6_dmedium_s0.txt,2,4,6,medium,0,exact,0.100127,2,success
g2_h4_k6_dmedium_s0.txt,2,4,6,medium,0,approx,0.002625,9,success
g2_h4_k6_dmedium_s1.txt,2,4,6,medium,1,exact,0.101480,0,success
g2_h4_k6_dmedium_s1.txt,2,4,6,medium,1,approx,0.002952,1,success
g2_h4_k6_dmedium_s2.txt,2,4,6,medium,2,exact,0.102446,0,success
g2_h4_k6_dmedium_s2.txt,2,4,6,medium,2,approx,0.002921,3,success
g2_h4_k6_dsparse_s0.txt,2,4,6,sparse,0,exact,0.100483,0,success
g2_h4_k6_dsparse_s0.txt,2,4,6,sparse,0,approx,0.002766,0,success
g2_h4_k6_dsparse_s1.txt,2,4,6,sparse,1,exact,0.103540,7,success
g2_h4_k6_dsparse_s1.txt,2,4,6,sparse,1,approx,0.002720,12,success
g2_h4_k6_dsparse_s2.txt,2,4,6,sparse,2,exact,0.101272,0,success
g2_h4_k6_dsparse_s2.txt,2,4,6,sparse,2,approx,0.002793,0,success
g3_h4_k4_ddense_s0.txt,3,4,4,dense,0,exact,0.137141,9,success
g3_h4_k4_ddense_s0.txt,3,4,4,dense,0,approx,0.002693,18,success
g3_h4_k4_ddense_s1.txt,3,4,4,dense,1,exact,0.140267,5,success
g3_h4_k4_ddense_s1.txt,3,4,4,dense,1,approx,0.002815,10,success
g3_h4_k4_ddense_s2.txt,3,4,4,dense,2,exact,0.137675,5,success
g3_h4_k4_ddense_s2.txt,3,4,4,dense,2,approx,0.003206,10,success
g3_h4_k4_dmedium_s0.txt,3,4,4,medium,0,exact,0.138202,8,success
g3_h4_k4_dmedium_s0.txt,3,4,4,medium,0,approx,0.003065,11,success
g3_h4_k4_dmedium_s1.txt,3,4,4,medium,1,exact,0.159601,4,success
g3_h4_k4_dmedium_s1.txt,3,4,4,medium,1,approx,0.004280,10,success
g3_h4_k4_dmedium_s2.txt,3,4,4,medium,2,exact,0.154339,0,success
g3_h4_k4_dmedium_s2.txt,3,4,4,medium,2,approx,0.004191,2,success
g3_h4_k4_dsparse_s0.txt,3,4,4,sparse,0,exact,0.142767,0,success
g3_h4_k4_dsparse_s0.txt,3,4,4,sparse,0,approx,0.003322,5,success
g3_h4_k4_dsparse_s1.txt,3,4,4,sparse,1,exact,0.142081,5,success
g3_h4_k4_dsparse_s1.txt,3,4,4,sparse,1,approx,0.003741,8,success
g3_h4_k4_dsparse_s2.txt,3,4,4,sparse,2,exact,0.150662,5,success
g3_h4_k4_dsparse_s2.txt,3,4,4,sparse,2,approx,0.003327,12,success
g3_h7_k2_ddense_s0.txt,3,7,2,dense,0,exact,0.257087,2,success
g3_h7_k2_ddense_s0.txt,3,7,2,dense,0,approx,0.002897,9,success
g3_h7_k2_ddense_s1.txt,3,7,2,dense,1,exact,0.244419,2,success
g3_h7_k2_ddense_s1.txt,3,7,2,dense,1,approx,0.002906,7,success
g3_h7_k2_ddense_s2.txt,3,7,2,dense,2,exact,0.235935,0,success
g3_h7_k2_ddense_s2.txt,3,7,2,dense,2,approx,0.003021,5,success
g3_h7_k2_dmedium_s0.txt,3,7,2,medium,0,exact,0.257123,1,success
g3_h7_k2_dmedium_s0.txt,3,7,2,medium,0,approx,0.003139,10,success
g3_h7_k2_dmedium_s1.txt,3,7,2,medium,1,exact,0.235671,0,success
g3_h7_k2_dmedium_s1.txt,3,7,2,medium,1,approx,0.002797,3,success
g3_h7_k2_dmedium_s2.txt,3,7,2,medium,2,exact,0.245342,0,success
g3_h7_k2_dmedium_s2.txt,3,7,2,medium,2,approx,0.003215,8,success
g3_h7_k2_dsparse_s0.txt,3,7,2,sparse,0,exact,0.280707,0,success
g3_h7_k2_dsparse_s0.txt,3,7,2,sparse,0,approx,0.003292,6,success
g3_h7_k2_dsparse_s1.txt,3,7,2,sparse,1,exact,0.244828,2,success
g3_h7_k2_dsparse_s1.txt,3,7,2,sparse,1,approx,0.002695,9,success
g3_h7_k2_dsparse_s2.txt,3,7,2,sparse,2,exact,0.228967,0,success
g3_h7_k2_dsparse_s2.txt,3,7,2,sparse,2,approx,0.002721,2,success
g5_h10_k1_ddense_s0.txt,5,10,1,dense,0,exact,8.544141,5,success
g5_h10_k1_ddense_s0.txt,5,10,1,dense,0,approx,0.002703,17,success
g5_h10_k1_ddense_s1.txt,5,10,1,dense,1,exact,8.667958,1,success
g5_h10_k1_ddense_s1.txt,5,10,1,dense,1,approx,0.002824,7,success
g5_h10_k1_ddense_s2.txt,5,10,1,dense,2,exact,8.522824,0,success
g5_h10_k1_ddense_s2.txt,5,10,1,dense,2,approx,0.002783,11,success
g5_h10_k1_dmedium_s0.txt,5,10,1,medium,0,exact,8.627323,0,success
g5_h10_k1_dmedium_s0.txt,5,10,1,medium,0,approx,0.002796,5,success
g5_h10_k1_dmedium_s1.txt,5,10,1,medium,1,exact,8.493752,0,success
g5_h10_k1_dmedium_s1.txt,5,10,1,medium,1,approx,0.002708,10,success
g5_h10_k1_dmedium_s2.txt,5,10,1,medium,2,exact,8.495882,1,success
g5_h10_k1_dmedium_s2.txt,5,10,1,medium,2,approx,0.002803,11,success
g5_h10_k1_dsparse_s0.txt,5,10,1,sparse,0,exact,8.540820,3,success
g5_h10_k1_dsparse_s0.txt,5,10,1,sparse,0,approx,0.002698,10,success
g5_h10_k1_dsparse_s1.txt,5,10,1,sparse,1,exact,8.809685,1,success
g5_h10_k1_dsparse_s1.txt,5,10,1,sparse,1,approx,0.003083,5,success
g5_h10_k1_dsparse_s2.txt,5,10,1,sparse,2,exact,9.021927,0,success
g5_h10_k1_dsparse_s2.txt,5,10,1,sparse,2,approx,0.002988,3,success
g2_h8_k3_ddense_s0.txt,2,8,3,dense,0,exact,0.372286,0,success
g2_h8_k3_ddense_s0.txt,2,8,3,dense,0,approx,0.002691,8,success
g2_h8_k3_ddense_s1.txt,2,8,3,dense,1,exact,0.377919,0,success
g2_h8_k3_ddense_s1.txt,2,8,3,dense,1,approx,0.003156,3,success
g2_h8_k3_ddense_s2.txt,2,8,3,dense,2,exact,0.374070,0,success
g2_h8_k3_ddense_s2.txt,2,8,3,dense,2,approx,0.002630,5,success
g2_h8_k3_dmedium_s0.txt,2,8,3,medium,0,exact,0.395636,1,success
g2_h8_k3_dmedium_s0.txt,2,8,3,medium,0,approx,0.003065,8,success
g2_h8_k3_dmedium_s1.txt,2,8,3,medium,1,exact,0.391669,0,success
g2_h8_k3_dmedium_s1.txt,2,8,3,medium,1,approx,0.003125,3,success
g2_h8_k3_dmedium_s2.txt,2,8,3,medium,2,exact,0.432777,0,success
g2_h8_k3_dmedium_s2.txt,2,8,3,medium,2,approx,0.014580,0,success
g2_h8_k3_dsparse_s0.txt,2,8,3,sparse,0,exact,0.383521,0,success
g2_h8_k3_dsparse_s0.txt,2,8,3,sparse,0,approx,0.003113,0,success
g2_h8_k3_dsparse_s1.txt,2,8,3,sparse,1,exact,0.430220,0,success
g2_h8_k3_dsparse_s1.txt,2,8,3,sparse,1,approx,0.002797,6,success
g2_h8_k3_dsparse_s2.txt,2,8,3,sparse,2,exact,0.377753,0,success
g2_h8_k3_dsparse_s2.txt,2,8,3,sparse,2,approx,0.003070,6,success
g2_h4_k7_ddense_s0.txt,2,4,7,dense,0,exact,0.277311,0,success
g2_h4_k7_ddense_s0.txt,2,4,7,dense,0,approx,0.003287,4,success
g2_h4_k7_ddense_s1.txt,2,4,7,dense,1,exact,0.271981,5,success
g2_h4_k7_ddense_s1.txt,2,4,7,dense,1,approx,0.002970,12,success
g2_h4_k7_ddense_s2.txt,2,4,7,dense,2,exact,0.264419,5,success
g2_h4_k7_ddense_s2.txt,2,4,7,dense,2,approx,0.002942,17,success
g2_h4_k7_dmedium_s0.txt,2,4,7,medium,0,exact,0.277317,18,success
g2_h4_k7_dmedium_s0.txt,2,4,7,medium,0,approx,0.003687,24,success
g2_h4_k7_dmedium_s1.txt,2,4,7,medium,1,exact,0.283650,0,success
g2_h4_k7_dmedium_s1.txt,2,4,7,medium,1,approx,0.003297,0,success
g2_h4_k7_dmedium_s2.txt,2,4,7,medium,2,exact,0.281384,9,success
g2_h4_k7_dmedium_s2.txt,2,4,7,medium,2,approx,0.002931,21,success
g2_h4_k7_dsparse_s0.txt,2,4,7,sparse,0,exact,0.273616,0,success
g2_h4_k7_dsparse_s0.txt,2,4,7,sparse,0,approx,0.003166,0,success
g2_h4_k7_dsparse_s1.txt,2,4,7,sparse,1,exact,0.277971,0,success
g2_h4_k7_dsparse_s1.txt,2,4,7,sparse,1,approx,0.003471,0,success
g2_h4_k7_dsparse_s2.txt,2,4,7,sparse,2,exact,0.271341,0,success
g2_h4_k7_dsparse_s2.txt,2,4,7,sparse,2,approx,0.004142,5,success
g2_h6_k4_ddense_s0.txt,2,6,4,dense,0,exact,0.430133,0,success
g2_h6_k4_ddense_s0.txt,2,6,4,dense,0,approx,0.002963,5,success
g2_h6_k4_ddense_s1.txt,2,6,4,dense,1,exact,0.427636,0,success
g2_h6_k4_ddense_s1.txt,2,6,4,dense,1,approx,0.003088,4,success
g2_h6_k4_ddense_s2.txt,2,6,4,dense,2,exact,0.435945,0,success
g2_h6_k4_ddense_s2.txt,2,6,4,dense,2,approx,0.003184,10,success
g2_h6_k4_dmedium_s0.txt,2,6,4,medium,0,exact,0.423261,0,success
g2_h6_k4_dmedium_s0.txt,2,6,4,medium,0,approx,0.003052,9,success
g2_h6_k4_dmedium_s1.txt,2,6,4,medium,1,exact,0.423612,0,success
g2_h6_k4_dmedium_s1.txt,2,6,4,medium,1,approx,0.003072,0,success
g2_h6_k4_dmedium_s2.txt,2,6,4,medium,2,exact,0.414326,0,success
g2_h6_k4_dmedium_s2.txt,2,6,4,medium,2,approx,0.002875,0,success
g2_h6_k4_dsparse_s0.txt,2,6,4,sparse,0,exact,0.410928,0,success
g2_h6_k4_dsparse_s0.txt,2,6,4,sparse,0,approx,0.002981,0,success
g2_h6_k4_dsparse_s1.txt,2,6,4,sparse,1,exact,0.414377,0,success
g2_h6_k4_dsparse_s1.txt,2,6,4,sparse,1,approx,0.002588,0,success
g2_h6_k4_dsparse_s2.txt,2,6,4,sparse,2,exact,0.430430,0,success
g2_h6_k4_dsparse_s2.txt,2,6,4,sparse,2,approx,0.004067,0,success
g2_h5_k5_ddense_s0.txt,2,5,5,dense,0,exact,0.444227,0,success
g2_h5_k5_ddense_s0.txt,2,5,5,dense,0,approx,0.003526,8,success
g2_h5_k5_ddense_s1.txt,2,5,5,dense,1,exact,0.427150,0,success
g2_h5_k5_ddense_s1.txt,2,5,5,dense,1,approx,0.003577,9,success
g2_h5_k5_ddense_s2.txt,2,5,5,dense,2,exact,0.408095,0,success
g2_h5_k5_ddense_s2.txt,2,5,5,dense,2,approx,0.003201,4,success
g2_h5_k5_dmedium_s0.txt,2,5,5,medium,0,exact,0.403680,3,success
g2_h5_k5_dmedium_s0.txt,2,5,5,medium,0,approx,0.002784,13,success
g2_h5_k5_dmedium_s1.txt,2,5,5,medium,1,exact,0.408760,0,success
g2_h5_k5_dmedium_s1.txt,2,5,5,medium,1,approx,0.003298,4,success
g2_h5_k5_dmedium_s2.txt,2,5,5,medium,2,exact,0.402133,0,success
g2_h5_k5_dmedium_s2.txt,2,5,5,medium,2,approx,0.002801,2,success
g2_h5_k5_dsparse_s0.txt,2,5,5,sparse,0,exact,0.424161,0,success
g2_h5_k5_dsparse_s0.txt,2,5,5,sparse,0,approx,0.003087,0,success
g2_h5_k5_dsparse_s1.txt,2,5,5,sparse,1,exact,0.404759,2,success
g2_h5_k5_dsparse_s1.txt,2,5,5,sparse,1,approx,0.002901,3,success
g2_h5_k5_dsparse_s2.txt,2,5,5,sparse,2,exact,0.399698,7,success
g2_h5_k5_dsparse_s2.txt,2,5,5,sparse,2,approx,0.002670,14,success
g4_h16_k1_ddense_s0.txt,4,16,1,dense,0,exact,18.357115,0,success
g4_h16_k1_ddense_s0.txt,4,16,1,dense,0,approx,0.003275,7,success
g4_h16_k1_ddense_s1.txt,4,16,1,dense,1,exact,18.132342,0,success
g4_h16_k1_ddense_s1.txt,4,16,1,dense,1,approx,0.003193,8,success
g4_h16_k1_ddense_s2.txt,4,16,1,dense,2,exact,18.059831,0,success
g4_h16_k1_ddense_s2.txt,4,16,1,dense,2,approx,0.003155,5,success
g4_h16_k1_dmedium_s0.txt,4,16,1,medium,0,exact,18.453424,0,success
g4_h16_k1_dmedium_s0.txt,4,16,1,medium,0,approx,0.003185,13,success
g4_h16_k1_dmedium_s1.txt,4,16,1,medium,1,exact,18.332360,0,success
g4_h16_k1_dmedium_s1.txt,4,16,1,medium,1,approx,0.003067,11,success
g4_h16_k1_dmedium_s2.txt,4,16,1,medium,2,exact,18.013111,0,success
g4_h16_k1_dmedium_s2.txt,4,16,1,medium,2,approx,0.002930,6,success
g4_h16_k1_dsparse_s0.txt,4,16,1,sparse,0,exact,18.488653,0,success
g4_h16_k1_dsparse_s0.txt,4,16,1,sparse,0,approx,0.002750,0,success
g4_h16_k1_dsparse_s1.txt,4,16,1,sparse,1,exact,18.429913,0,success
g4_h16_k1_dsparse_s1.txt,4,16,1,sparse,1,approx,0.002969,6,success
g4_h16_k1_dsparse_s2.txt,4,16,1,sparse,2,exact,18.184961,0,success
g4_h16_k1_dsparse_s2.txt,4,16,1,sparse,2,approx,0.003424,5,success
g6_h9_k1_ddense_s0.txt,6,9,1,dense,0,exact,36.766952,9,success
g6_h9_k1_ddense_s0.txt,6,9,1,dense,0,approx,0.003395,23,success
g6_h9_k1_ddense_s1.txt,6,9,1,dense,1,exact,34.621089,7,success
g6_h9_k1_ddense_s1.txt,6,9,1,dense,1,approx,0.002821,18,success
g6_h9_k1_ddense_s2.txt,6,9,1,dense,2,exact,33.737219,0,success
